Time,SoC_1,Voltage_1,Current_1,Temperature_1,SoC_2,Voltage_2,Current_2,Temperature_2,SoC_3,Voltage_3,Current_3,Temperature_3,SoC_4,Voltage_4,Current_4,Temperature_4,SoC_5,Voltage_5,Current_5,Temperature_5,SoC_6,Voltage_6,Current_6,Temperature_6,SoC_7,Voltage_7,Current_7,Temperature_7,SoC_8,Voltage_8,Current_8,Temperature_8
0:0,86.0,49798.0,1202.0,24000.0,83.0,49785.0,1254.0,24000.0,85.0,49798.0,1195.0,24000.0,83.0,49803.0,1308.0,23000.0,88.0,49787.0,1116.0,23000.0,87.0,49783.0,761.0,22000.0,,,,,,,,
0:0,85.0,49793.0,1142.0,24000.0,83.0,49799.0,1202.0,24000.0,85.0,49812.0,1152.0,24000.0,83.0,49788.0,1258.0,23000.0,88.0,49791.0,1070.0,22000.0,87.0,49783.0,722.0,22000.0,,,,,,,,
0:1,85.0,49795.0,1118.0,24000.0,83.0,49800.0,1198.0,24000.0,85.0,49799.0,1143.0,24000.0,83.0,49804.0,1239.0,23000.0,88.0,49775.0,1074.0,23000.0,87.0,49780.0,703.0,22000.0,,,,,,,,
0:1,85.0,49787.0,1084.0,24000.0,83.0,49791.0,1160.0,24000.0,85.0,49812.0,1112.0,24000.0,83.0,49804.0,1212.0,23000.0,88.0,49789.0,1028.0,23000.0,87.0,49783.0,682.0,22000.0,,,,,,,,
0:2,85.0,49797.0,1216.0,24000.0,83.0,49802.0,1268.0,24000.0,85.0,49807.0,1208.0,24000.0,83.0,49791.0,1322.0,23000.0,88.0,49797.0,1127.0,23000.0,87.0,49785.0,772.0,22000.0,,,,,,,,
0:3,85.0,49786.0,1122.0,24000.0,83.0,49801.0,1184.0,24000.0,85.0,49801.0,1142.0,24000.0,83.0,49808.0,1238.0,23000.0,88.0,49783.0,1052.0,23000.0,87.0,49779.0,705.0,22000.0,,,,,,,,
0:3,85.0,49787.0,1240.0,24000.0,83.0,49784.0,1280.0,24000.0,85.0,49790.0,1230.0,24000.0,83.0,49806.0,1332.0,23000.0,88.0,49777.0,1131.0,23000.0,87.0,49774.0,792.0,22000.0,,,,,,,,
0:4,85.0,49785.0,1160.0,24000.0,83.0,49787.0,1220.0,24000.0,85.0,49787.0,1180.0,24000.0,83.0,49803.0,1277.0,23000.0,88.0,49775.0,1088.0,23000.0,87.0,49770.0,727.0,22000.0,,,,,,,,
0:4,85.0,49793.0,1237.0,24000.0,83.0,49787.0,1280.0,24000.0,85.0,49796.0,1219.0,24000.0,83.0,49792.0,1344.0,23000.0,88.0,49776.0,1137.0,23000.0,87.0,49782.0,787.0,22000.0,,,,,,,,
0:5,85.0,49774.0,1155.0,24000.0,83.0,49793.0,1220.0,24000.0,85.0,49808.0,1169.0,24000.0,83.0,49789.0,1278.0,23000.0,88.0,49774.0,1082.0,23000.0,87.0,49768.0,732.0,22000.0,,,,,,,,
0:5,85.0,49799.0,1166.0,24000.0,83.0,49778.0,1224.0,24000.0,85.0,49792.0,1178.0,24000.0,83.0,49788.0,1284.0,23000.0,88.0,49769.0,1090.0,22000.0,87.0,49770.0,736.0,22000.0,,,,,,,,
0:6,85.0,49765.0,1431.0,24000.0,83.0,49789.0,1462.0,24000.0,85.0,49795.0,1392.0,24000.0,83.0,49799.0,1530.0,23000.0,88.0,49778.0,1305.0,23000.0,86.0,49773.0,940.0,22000.0,,,,,,,,
0:6,85.0,49766.0,1347.0,24000.0,83.0,49774.0,1392.0,24000.0,85.0,49801.0,1336.0,24000.0,83.0,49773.0,1463.0,23000.0,88.0,49773.0,1238.0,22000.0,86.0,49766.0,872.0,22000.0,,,,,,,,
0:7,85.0,49786.0,1304.0,24000.0,83.0,49788.0,1357.0,24000.0,85.0,49784.0,1311.0,24000.0,83.0,49795.0,1432.0,23000.0,88.0,49778.0,1201.0,22000.0,86.0,49772.0,841.0,22000.0,,,,,,,,
0:7,85.0,49786.0,1347.0,24000.0,83.0,49767.0,1395.0,24000.0,85.0,49792.0,1350.0,24000.0,83.0,49777.0,1466.0,23000.0,87.0,49765.0,1244.0,22000.0,86.0,49766.0,856.0,22000.0,,,,,,,,
0:8,85.0,49770.0,1296.0,24000.0,83.0,49770.0,1346.0,24000.0,85.0,49790.0,1308.0,24000.0,83.0,49779.0,1412.0,23000.0,87.0,49772.0,1199.0,22000.0,86.0,49761.0,813.0,22000.0,,,,,,,,
